;代码	x	y	名称	        范围	数量	时间
mayibei 50 60 工蚁 25 20 5
mayibei 49 51 兵蚁 25 20 5
mayibei 45 48 蚂蚁战士 25 20 5
mayibei 51 58 邪恶钳虫 25 1 60
mayibei 50 49 蚂蚁将军 25 1 60

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■利爪蝮蛇神殿■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[dushe  利爪腹蛇神殿]
dushe 80 70 虎蛇 20 10 8
dushe 79 62 红蛇 20 10 8
dushe 83 75 七点白蛇 20 15 8
dushe 73 62 金环毒蛇 20 15 8

;[dushe1 利爪腹蛇神殿遗址]
dushe1 108 175 七点白蛇 25 10 8
dushe1 198 264 七点白蛇 25 10 8
dushe1 204 115 七点白蛇 25 10 8
dushe1 281 72 七点白蛇 25 10 8
dushe1 251 177 七点白蛇 25 10 8
dushe1 330 177 七点白蛇 25 10 8
dushe1 320 251 七点白蛇 25 10 8
dushe1 111 187 金环毒蛇 25 10 8
dushe1 181 209 金环毒蛇 25 10 8
dushe1 219 285 金环毒蛇 25 10 8
dushe1 281 214 金环毒蛇 25 10 8
dushe1 221 85 金环毒蛇 25 10 8
dushe1 291 134 金环毒蛇 25 10 8
dushe1 342 214 金环毒蛇 25 10 8
dushe1 119 180 银腹蛇 25 10 8
dushe1 167 246 银腹蛇 25 10 8
dushe1 225 256 银腹蛇 25 10 8
dushe1 211 166 银腹蛇 25 10 8
dushe1 235 76 银腹蛇 25 10 8
dushe1 298 111 银腹蛇 25 10 8
dushe1 270 211 银腹蛇 25 10 8
dushe1 317 230 银腹蛇 25 10 8
dushe1 231 187 腹蛇祭司 50 1 30

;[dushe2 神殿地下通道]
dushe2 175 199 银腹蛇 80 50 8
dushe2 170 187 古墓腹蛇 80 50 8
dushe2 184 203 利爪腹蛇 80 50 8
dushe2 181 190 七点白蛇 80 50 8
dushe2 179 182 金环毒蛇 80 50 8

;[dushemimi 利爪腹蛇巢穴入口]
dushemimi 20 20 银腹蛇 3 10 8

;[dusheboss 利爪腹蛇神殿底层]
dusheboss 40 43 银腹蛇 25 20 5
dusheboss 39 51 古墓腹蛇 25 20 5
dusheboss 42 51 利爪腹蛇 25 20 5
dusheboss 37 41 腹蛇祭司 25 1 30

dusheboss 34 55 赤红腹蛇王 1 1 60

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■诺玛遗址■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[NM01 诺玛遗址一层]
NM01 107 203 诺玛装甲兵 40 10 8
NM01 209 116 诺玛装甲兵 40 10 8
NM01 191 304 诺玛装甲兵 40 10 8
NM01 297 209 诺玛装甲兵 40 10 8
NM01 87 198 诺玛斧兵 40 10 8
NM01 178 120 诺玛斧兵 40 10 8
NM01 201 315 诺玛斧兵 40 10 8
NM01 296 205 诺玛斧兵 40 10 8
NM01 202 228 诺玛斧兵 40 10 8
NM01 136 134 诺玛司令 40 10 8
NM01 132 255 诺玛司令 40 10 8
NM01 272 144 诺玛司令 40 10 8
NM01 260 268 诺玛司令 40 10 8
NM01 202 102 诺玛投掷兵 40 10 8
NM01 190 304 诺玛投掷兵 40 10 8
NM01 276 213 诺玛投掷兵 40 10 8
NM01 111 182 诺玛投掷兵 40 10 8
NM01 266 153 诺玛突击兵 40 10 8
NM01 149 254 诺玛突击兵 40 10 8
NM01 261 266 诺玛突击兵 40 10 8
NM01 145 136 诺玛突击兵 40 10 8

;BOSS
NM01 199 209 诺玛突击队长 60 1 30

;[NM02 诺玛遗址二层]
NM02 111 201 诺玛装甲兵 40 10 8
NM02 206 106 诺玛装甲兵 40 10 8
NM02 193 294 诺玛装甲兵 40 10 8
NM02 296 206 诺玛装甲兵 40 10 8
NM02 207 217 诺玛装甲兵 40 10 8
NM02 133 131 诺玛斧兵 40 10 8
NM02 110 257 诺玛斧兵 40 10 8
NM02 278 136 诺玛斧兵 40 10 8
NM02 264 286 诺玛斧兵 40 10 8
NM02 209 73 诺玛司令 40 10 8
NM02 90 190 诺玛司令 40 10 8
NM02 187 287 诺玛司令 40 10 8
NM02 296 205 诺玛司令 40 10 8
NM02 145 129 诺玛投掷兵 40 10 8
NM02 257 139 诺玛投掷兵 40 10 8
NM02 118 270 诺玛投掷兵 40 10 8
NM02 258 284 诺玛投掷兵 40 10 8
NM02 193 236 诺玛投掷兵 40 10 8
NM02 289 215 诺玛突击兵 40 10 8
NM02 95 202 诺玛突击兵 40 10 8
NM02 197 109 诺玛突击兵 40 10 8
NM02 187 290 诺玛突击兵 40 10 8

;BOSS
NM02 189 195 诺玛突击队长 60 1 30

;[NM03 诺玛遗址三层]
NM03 105 196 诺玛装甲兵 40 10 8
NM03 206 110 诺玛装甲兵 40 10 8
NM03 203 294 诺玛装甲兵 40 10 8
NM03 300 215 诺玛装甲兵 40 10 8
NM03 129 179 诺玛斧兵 40 10 8
NM03 206 95 诺玛斧兵 40 10 8
NM03 200 295 诺玛斧兵 40 10 8
NM03 286 209 诺玛斧兵 40 10 8
NM03 112 204 诺玛司令 40 10 8
NM03 223 111 诺玛司令 40 10 8
NM03 214 298 诺玛司令 40 10 8
NM03 299 215 诺玛司令 40 10 8
NM03 127 197 诺玛投掷兵 40 10 8
NM03 224 113 诺玛投掷兵 40 10 8
NM03 201 293 诺玛投掷兵 40 10 8
NM03 289 214 诺玛投掷兵 40 10 8
NM03 130 214 诺玛突击兵 40 10 8
NM03 208 99 诺玛突击兵 40 10 8
NM03 220 278 诺玛突击兵 40 10 8
NM03 301 219 诺玛突击兵 40 10 8

;BOSS
NM03 195 200 诺玛突击队长 60 1 30

;[NM04 诺玛遗址四层]
NM04 92 192 诺玛装甲兵 40 10 8
NM04 191 84 诺玛装甲兵 40 10 8
NM04 152 306 诺玛装甲兵 40 10 8
NM04 306 152 诺玛装甲兵 40 10 8
NM04 86 190 诺玛斧兵 40 10 8
NM04 210 88 诺玛斧兵 40 10 8
NM04 147 294 诺玛斧兵 40 10 8
NM04 301 147 诺玛斧兵 40 10 8
NM04 108 191 诺玛司令 40 10 8
NM04 179 94 诺玛司令 40 10 8
NM04 151 278 诺玛司令 40 10 8
NM04 307 156 诺玛司令 40 10 8
NM04 89 205 诺玛投掷兵 40 10 8
NM04 214 84 诺玛投掷兵 40 10 8
NM04 164 268 诺玛投掷兵 40 10 8
NM04 317 161 诺玛投掷兵 40 10 8
NM04 102 168 诺玛突击兵 40 10 8
NM04 207 77 诺玛突击兵 40 10 8
NM04 165 271 诺玛突击兵 40 10 8
NM04 281 166 诺玛突击兵 40 10 8

;BOSS
NM04 177 160 诺玛突击队长 60 1 30

;[NM05 诺玛教主大厅]
NM05 15 19 诺玛装甲兵 5 5 8
NM05 15 20 诺玛斧兵 5 5 8
NM05 17 22 诺玛司令 5 5 8
NM05 16 18 诺玛投掷兵 5 5 8
NM05 16 18 诺玛突击兵 5 5 8

;BOSS
NM05 14 17 诺玛教主 5 1 120

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■皇宫■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[nvjuan1 女眷住处第一层]
nvjuan1 37 29 失常的妇女 15 5 8
nvjuan1 38 26 失魂的妇女 15 5 8
nvjuan1 36 31 受惊吓的妇女 15 5 8

;[nvjuan2 女眷住处第二层]
nvjuan2 87 135 变态的妓女 30 10 8
nvjuan2 146 79 变态的妓女 30 10 8
nvjuan2 140 177 变态的妓女 30 10 8
nvjuan2 200 136 变态的妓女 30 10 8
nvjuan2 108 89 愤怒的妓女 30 10 8
nvjuan2 104 151 愤怒的妓女 30 10 8
nvjuan2 184 94 愤怒的妓女 30 10 8
nvjuan2 165 164 愤怒的妓女 30 10 8
nvjuan2 96 104 疯狂的妓女 30 10 8
nvjuan2 201 127 疯狂的妓女 30 10 8
nvjuan2 160 74 疯狂的妓女 30 10 8
nvjuan2 144 182 疯狂的妓女 30 10 8
nvjuan2 116 75 风骚的妓女 30 10 8
nvjuan2 171 171 风骚的妓女 30 10 8
nvjuan2 91 151 风骚的妓女 30 10 8
nvjuan2 196 102 风骚的妓女 30 10 8
nvjuan2 146 128 妓女傀儡1 50 15 8
nvjuan2 140 125 妓女傀儡2 50 15 8
nvjuan2 147 123 妓女傀儡3 50 15 8

;BOSS
nvjuan2 145 118 堕落的修女 50 2 30

;[hgjianlao1 皇宫监牢第一层]
hgjianlao1 58 96 黑暗战士1 25 10 8
hgjianlao1 110 48 黑暗战士1 25 10 8
hgjianlao1 117 158 黑暗战士1 25 10 8
hgjianlao1 180 111 黑暗战士1 25 10 8
hgjianlao1 68 62 黑暗战士2 25 10 8
hgjianlao1 66 126 黑暗战士2 25 10 8
hgjianlao1 144 76 黑暗战士2 25 10 8
hgjianlao1 148 145 黑暗战士2 25 10 8
hgjianlao1 101 160 黑暗战士3 25 10 8
hgjianlao1 173 110 黑暗战士3 25 10 8
hgjianlao1 113 45 黑暗战士3 25 10 8
hgjianlao1 51 84 黑暗战士3 25 10 8
hgjianlao1 70 121 黑暗战士4 25 10 8
hgjianlao1 136 135 黑暗战士4 25 10 8
hgjianlao1 153 67 黑暗战士4 25 10 8
hgjianlao1 81 55 黑暗战士4 25 10 8
hgjianlao1 112 96 黑暗巡视者 40 20 8
hgjianlao1 112 103 黑暗骑士 40 1 30

;[hgjianlao2 皇宫监牢第二层]
hgjianlao2 44 42 黑暗战士1 20 10 8
hgjianlao2 44 39 黑暗战士2 20 10 8
hgjianlao2 44 42 黑暗战士3 20 10 8
hgjianlao2 41 36 黑暗战士4 20 10 8
hgjianlao2 46 41 黑暗巡视者 20 10 8

;BOSS
hgjianlao2 49 41 黑暗主宰 5 1 60

;[hgjianlao3 皇宫监牢第三层]
hgjianlao3 52 51 黑暗巡视者 30 30 8
hgjianlao3 53 46 黑暗骑士 30 1 30

;[binansuo 神秘庇难所]
binansuo 82 85 被放逐者 40 10 8
binansuo 236 82 被放逐者 40 10 8
binansuo 97 251 被放逐者 40 10 8
binansuo 252 231 被放逐者 40 10 8
binansuo 75 101 痛苦的灵魂 40 10 8
binansuo 240 87 痛苦的灵魂 40 10 8
binansuo 99 261 痛苦的灵魂 40 10 8
binansuo 249 264 痛苦的灵魂 40 10 8
binansuo 90 91 被折磨的灵魂 40 10 8
binansuo 245 89 被折磨的灵魂 40 10 8
binansuo 108 243 被折磨的灵魂 40 10 8
binansuo 237 225 被折磨的灵魂 40 10 8
binansuo 71 85 避难所守护者 40 10 8
binansuo 232 91 避难所守护者 40 10 8
binansuo 128 227 避难所守护者 40 10 8
binansuo 232 231 避难所守护者 40 10 8
binansuo 99 276 被折磨的狼人 40 10 8
binansuo 223 244 被折磨的狼人 40 10 8
binansuo 218 93 被折磨的狼人 40 10 8
binansuo 78 103 被折磨的狼人 40 10 8
binansuo 107 89 地狱一族 40 10 8
binansuo 222 98 地狱一族 40 10 8
binansuo 245 216 地狱一族 40 10 8
binansuo 133 321 被放逐者 5 3 8
binansuo 114 330 被放逐者 5 3 8
binansuo 126 311 痛苦的灵魂 5 3 8
binansuo 140 328 痛苦的灵魂 5 3 8
binansuo 130 314 被折磨的灵魂 5 3 8
binansuo 136 322 避难所守护者 5 3 8
binansuo 128 312 被折磨的狼人 5 3 8
binansuo 135 321 地狱一族 5 3 8
binansuo 102 325 地狱一族 5 3 8

;BOSS
binansuo 132 319 召唤者赫拉森 3 1 30

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■术士的峡谷■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[shushixiagu 术士的峡谷]
shushixiagu 80 131 峡谷袭击者 35 20 8
shushixiagu 198 115 峡谷袭击者 35 20 8
shushixiagu 150 203 峡谷袭击者 35 20 8
shushixiagu 136 105 峡谷潜伏者 35 20 8
shushixiagu 86 176 峡谷潜伏者 35 20 8
shushixiagu 196 161 峡谷潜伏者 35 20 8
shushixiagu 102 109 峡谷巨蜥蜴 35 20 8
shushixiagu 145 207 峡谷巨蜥蜴 35 20 8
shushixiagu 182 117 峡谷巨蜥蜴 35 20 8
shushixiagu 85 146 峡谷石魔 35 20 8
shushixiagu 184 176 峡谷石魔 35 20 8
shushixiagu 143 102 峡谷石魔 35 20 8

;BOSS
shushixiagu 135 142 剑齿兽 50 1 30

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■塔·拉夏的古墓■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[laxiarukou1 古墓入口]
laxiarukou1 25 24 墓穴徘徊者 5 5 8
;[laxiarukou2 古墓入口]
laxiarukou2 24 22 墓穴徘徊者 5 5 8
;[laxiarukou3 古墓入口]
laxiarukou3 28 29 墓穴徘徊者 5 5 8
;[laxiarukou4 古墓入口]
laxiarukou4 15 27 墓穴徘徊者 5 5 8

;[laxiamuxue 塔·拉夏的古墓]
laxiamuxue 69 176 墓穴徘徊者 30 10 8
laxiamuxue 160 73 墓穴徘徊者 30 10 8
laxiamuxue 213 181 墓穴徘徊者 30 10 8
laxiamuxue 292 109 墓穴徘徊者 30 10 8
laxiamuxue 341 186 墓穴徘徊者 30 10 8
laxiamuxue 289 296 墓穴徘徊者 30 10 8
laxiamuxue 227 353 墓穴徘徊者 30 10 8
laxiamuxue 66 233 墓穴蜥蜴 30 10 8
laxiamuxue 138 319 墓穴蜥蜴 30 10 8
laxiamuxue 261 319 墓穴蜥蜴 30 10 8
laxiamuxue 84 136 墓穴蜥蜴 30 10 8
laxiamuxue 328 255 墓穴蜥蜴 30 10 8
laxiamuxue 130 88 墓穴蜥蜴 30 10 8
laxiamuxue 136 98 不朽丧尸 30 10 8
laxiamuxue 78 165 不朽丧尸 30 10 8
laxiamuxue 67 257 不朽丧尸 30 10 8
laxiamuxue 145 337 不朽丧尸 30 10 8
laxiamuxue 248 342 不朽丧尸 30 10 8
laxiamuxue 334 272 不朽丧尸 30 10 8
laxiamuxue 219 58 都瑞尔的仆从 30 10 8
laxiamuxue 184 131 都瑞尔的仆从 30 10 8
laxiamuxue 201 215 都瑞尔的仆从 30 10 8
laxiamuxue 310 177 都瑞尔的仆从 30 10 8
laxiamuxue 272 124 都瑞尔的仆从 30 10 8
laxiamuxue 230 61 都瑞尔的追随者 30 10 8
laxiamuxue 162 119 都瑞尔的追随者 30 10 8
laxiamuxue 198 195 都瑞尔的追随者 30 10 8
laxiamuxue 296 186 都瑞尔的追随者 30 10 8
laxiamuxue 265 119 都瑞尔的追随者 30 10 8
laxiamuxue 234 78 都瑞尔的护卫 30 10 8
laxiamuxue 166 130 都瑞尔的护卫 30 10 8
laxiamuxue 212 217 都瑞尔的护卫 30 10 8
laxiamuxue 303 175 都瑞尔的护卫 30 10 8
laxiamuxue 261 142 都瑞尔的护卫 30 10 8

;墓穴开门怪(BOSS)
laxiamuxue 304 95 墓穴之王 0 1 60

;[laxiaboss1 塔·拉夏的灵柩]
laxiaboss1 24 21 墓穴徘徊者 5 10 8
laxiaboss1 23 22 墓穴蜥蜴 5 10 8
laxiaboss1 24 19 不朽丧尸 5 10 8

;BOSS
laxiaboss1 23 23 都瑞尔 5 1 120

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■罪孽洞穴■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[shuixiamimi 地下隧道]
shuixiamimi 67 86 山洞蝙蝠 30 10 8
shuixiamimi 129 149 山洞蝙蝠 30 10 8
shuixiamimi 229 152 山洞蝙蝠 30 10 8
shuixiamimi 248 239 山洞蝙蝠 30 10 8
shuixiamimi 49 94 穿山兽 20 5 8
shuixiamimi 122 80 穿山兽 20 5 8
shuixiamimi 114 146 穿山兽 20 5 8
shuixiamimi 124 221 穿山兽 20 5 8
shuixiamimi 189 183 穿山兽 20 5 8
shuixiamimi 237 127 穿山兽 20 5 8
shuixiamimi 261 182 穿山兽 20 5 8
shuixiamimi 256 243 穿山兽1 20 5 8
shuixiamimi 256 172 穿山兽1 20 5 8
shuixiamimi 201 163 穿山兽1 20 5 8
shuixiamimi 168 224 穿山兽1 20 5 8
shuixiamimi 122 181 穿山兽1 20 5 8
shuixiamimi 119 107 穿山兽1 20 5 8
shuixiamimi 70 97 穿山兽1 20 5 8

;[zuinie1 罪孽洞穴一层]
zuinie1 95 116 罪孽巡视者 50 20 8
zuinie1 278 123 罪孽巡视者 50 20 8
zuinie1 77 285 罪孽巡视者 50 20 8
zuinie1 267 290 罪孽巡视者 50 20 8
zuinie1 195 75 禽兽 50 20 8
zuinie1 96 179 禽兽 50 20 8
zuinie1 291 202 禽兽 50 20 8
zuinie1 167 298 禽兽 50 20 8
zuinie1 106 236 愤怒的禽兽 50 20 8
zuinie1 277 114 愤怒的禽兽 50 20 8
zuinie1 124 102 愤怒的禽兽 50 20 8
zuinie1 251 264 愤怒的禽兽 50 20 8
zuinie1 212 86 贪婪的禽兽 50 20 8
zuinie1 300 195 贪婪的禽兽 50 20 8
zuinie1 85 199 贪婪的禽兽 50 20 8
zuinie1 175 286 贪婪的禽兽 50 20 8

;[zuinie2 罪孽洞穴二层]
zuinie2 99 108 罪孽巡视者 50 15 8
zuinie2 219 116 罪孽巡视者 50 15 8
zuinie2 96 210 罪孽巡视者 50 15 8
zuinie2 217 222 罪孽巡视者 50 15 8
zuinie2 160 99 禽兽 50 15 8
zuinie2 84 130 禽兽 50 15 8
zuinie2 227 160 禽兽 50 15 8
zuinie2 146 229 禽兽 50 15 8
zuinie2 91 131 愤怒的禽兽 50 15 8
zuinie2 226 144 愤怒的禽兽 50 15 8
zuinie2 168 80 愤怒的禽兽 50 15 8
zuinie2 146 240 愤怒的禽兽 50 15 8
zuinie2 90 147 贪婪的禽兽 50 15 8
zuinie2 241 182 贪婪的禽兽 50 15 8
zuinie2 168 81 贪婪的禽兽 50 15 8
zuinie2 153 235 贪婪的禽兽 50 15 8
zuinie2 88 148 凶猛的禽兽 50 15 8
zuinie2 225 155 凶猛的禽兽 50 15 8
zuinie2 159 218 凶猛的禽兽 50 15 8
zuinie2 160 99 凶猛的禽兽 50 15 8

;[zuinie3 罪孽洞穴三层]
zuinie3 78 105 罪孽巡视者 50 15 8
zuinie3 230 82 罪孽巡视者 50 15 8
zuinie3 169 220 罪孽巡视者 50 15 8
zuinie3 162 79 愤怒的禽兽 50 15 8
zuinie3 98 167 愤怒的禽兽 50 15 8
zuinie3 217 185 愤怒的禽兽 50 15 8
zuinie3 103 99 贪婪的禽兽 50 15 8
zuinie3 143 214 贪婪的禽兽 50 15 8
zuinie3 209 123 贪婪的禽兽 50 15 8
zuinie3 156 88 凶猛的禽兽 50 15 8
zuinie3 113 195 凶猛的禽兽 50 15 8
zuinie3 211 167 凶猛的禽兽 50 15 8
zuinie3 171 191 放纵的禽兽 50 15 8
zuinie3 211 93 放纵的禽兽 50 15 8
zuinie3 89 112 放纵的禽兽 50 15 8
zuinie3 206 179 丑恶的禽兽 50 15 8
zuinie3 105 156 丑恶的禽兽 50 15 8
zuinie3 156 70 丑恶的禽兽 50 15 8
zuinie3 161 149 罪孽散布者 50 1 30

;[zuinie4 罪孽洞穴四层]
zuinie4 110 100 罪孽巡视者 50 30 8
zuinie4 95 100 愤怒的禽兽 50 30 8
zuinie4 100 101 贪婪的禽兽 50 30 8
zuinie4 100 96 凶猛的禽兽 50 30 8
zuinie4 98 87 放纵的禽兽 50 30 8
zuinie4 101 105 丑恶的禽兽 50 30 8
zuinie4 106 91 罪孽散布者 50 1 30

;[zuinieboss  罪孽之巢]
zuinieboss 50 47 罪孽巡视者 30 20 5
zuinieboss 48 49 愤怒的禽兽 30 15 5
zuinieboss 47 41 贪婪的禽兽 30 15 5
zuinieboss 52 51 凶猛的禽兽 30 15 5
zuinieboss 50 43 放纵的禽兽 30 15 5
zuinieboss 45 43 丑恶的禽兽 30 15 5
zuinieboss 50 50 罪孽散布者 30 2 30

;BOSS
zuinieboss 72 30 罪孽之眼 1 1 120

;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■第三幕■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
;[disanmu 库拉斯特]
disanmu 507 261 猿猴战士 15 5 8
disanmu 550 285 猿猴战士 15 5 8
disanmu 585 317 猿猴战士 15 5 8
disanmu 638 295 猿猴战士 15 5 8
disanmu 692 314 猿猴战士 15 5 8
disanmu 744 328 猿猴战士 15 5 8
disanmu 733 369 猿猴战士 15 5 8
disanmu 653 345 猿猴战士 15 5 8
disanmu 608 362 猿猴战士 15 5 8
disanmu 601 417 猿猴战士 15 5 8
disanmu 567 449 猿猴战士 15 5 8
disanmu 582 496 猿猴战士 15 5 8
disanmu 638 487 猿猴战士 15 5 8
disanmu 649 420 猿猴战士 15 5 8
disanmu 692 407 猿猴战士 15 5 8
disanmu 699 484 猿猴战士 15 5 8
disanmu 757 503 猿猴战士 15 5 8
disanmu 521 271 猿猴战将 15 5 8
disanmu 567 300 猿猴战将 15 5 8
disanmu 610 296 猿猴战将 15 5 8
disanmu 618 337 猿猴战将 15 5 8
disanmu 657 312 猿猴战将 15 5 8
disanmu 717 314 猿猴战将 15 5 8
disanmu 688 351 猿猴战将 15 5 8
disanmu 764 357 猿猴战将 15 5 8
disanmu 731 411 猿猴战将 15 5 8
disanmu 635 372 猿猴战将 15 5 8
disanmu 583 430 猿猴战将 15 5 8
disanmu 568 482 猿猴战将 15 5 8
disanmu 621 456 猿猴战将 15 5 8
disanmu 656 473 猿猴战将 15 5 8
disanmu 663 401 猿猴战将 15 5 8
disanmu 724 494 猿猴战将 15 5 8
disanmu 536 280 巨象兽 15 5 8
disanmu 582 301 巨象兽 15 5 8
disanmu 640 312 巨象兽 15 5 8
disanmu 622 362 巨象兽 15 5 8
disanmu 692 318 巨象兽 15 5 8
disanmu 739 345 巨象兽 15 5 8
disanmu 708 385 巨象兽 15 5 8
disanmu 668 365 巨象兽 15 5 8
disanmu 637 402 巨象兽 15 5 8
disanmu 588 427 巨象兽 15 5 8
disanmu 566 476 巨象兽 15 5 8
disanmu 610 478 巨象兽 15 5 8
disanmu 665 429 巨象兽 15 5 8
disanmu 702 389 巨象兽 15 5 8
disanmu 695 484 巨象兽 15 5 8
disanmu 753 512 巨象兽 15 5 8
disanmu 560 294 丛林伏击者 20 5 8
disanmu 636 311 丛林伏击者 20 5 8
disanmu 617 377 丛林伏击者 20 5 8
disanmu 722 335 丛林伏击者 20 5 8
disanmu 695 402 丛林伏击者 20 5 8
disanmu 627 453 丛林伏击者 20 5 8
disanmu 584 507 丛林伏击者 20 5 8
disanmu 716 502 丛林伏击者 20 5 8
disanmu 667 475 丛林偷猎者 20 5 8
disanmu 593 434 丛林偷猎者 20 5 8
disanmu 664 358 丛林偷猎者 20 5 8
disanmu 598 313 丛林偷猎者 20 5 8
disanmu 737 350 丛林偷猎者 20 5 8
disanmu 658 395 巨型棕熊 50 2 30

disanmu 472 580 剧毒蜘蛛 30 10 8
disanmu 572 627 剧毒蜘蛛 30 10 8
disanmu 666 638 剧毒蜘蛛 30 10 8
disanmu 730 729 剧毒蜘蛛 30 10 8
disanmu 616 716 剧毒蜘蛛 30 10 8
disanmu 515 712 剧毒蜘蛛 30 10 8
disanmu 435 692 剧毒蜘蛛 30 10 8
disanmu 499 618 天狼蜘蛛 30 10 8
disanmu 470 693 天狼蜘蛛 30 10 8
disanmu 569 689 天狼蜘蛛 30 10 8
disanmu 602 624 天狼蜘蛛 30 10 8
disanmu 686 658 天狼蜘蛛 30 10 8
disanmu 707 735 天狼蜘蛛 30 10 8
disanmu 475 599 月魔蜘蛛 30 10 8
disanmu 455 692 月魔蜘蛛 30 10 8
disanmu 542 631 月魔蜘蛛 30 10 8
disanmu 572 698 月魔蜘蛛 30 10 8
disanmu 638 628 月魔蜘蛛 30 10 8
disanmu 690 721 月魔蜘蛛 30 10 8
disanmu 511 616 丛林伏击者 30 10 8
disanmu 614 637 丛林伏击者 30 10 8
disanmu 685 675 丛林伏击者 30 10 8
disanmu 548 709 丛林伏击者 30 10 8
disanmu 667 738 丛林伏击者 30 10 8
disanmu 459 685 丛林伏击者 30 10 8
disanmu 380 585 剧毒蜘蛛 30 10 8
disanmu 333 679 剧毒蜘蛛 30 10 8

disanmu 146 500 丧尸2 30 10 8
disanmu 246 497 丧尸2 30 10 8
disanmu 300 509 丧尸2 30 10 8
disanmu 272 598 丧尸2 30 10 8
disanmu 186 591 丧尸2 30 10 8
disanmu 93 577 丧尸2 30 10 8
disanmu 73 669 丧尸2 30 10 8
disanmu 150 680 丧尸2 30 10 8
disanmu 69 746 丧尸2 30 10 8
disanmu 102 489 丧尸3 30 10 8
disanmu 190 504 丧尸3 30 10 8
disanmu 273 529 丧尸3 30 10 8
disanmu 234 611 丧尸3 30 10 8
disanmu 108 590 丧尸3 30 10 8
disanmu 57 669 丧尸3 30 10 8
disanmu 65 748 丧尸3 30 10 8
disanmu 130 690 食尸鬼2 30 10 8
disanmu 94 625 食尸鬼2 30 10 8
disanmu 115 521 食尸鬼2 30 10 8
disanmu 219 504 食尸鬼2 30 10 8
disanmu 162 575 食尸鬼2 30 10 8
disanmu 284 580 食尸鬼2 30 10 8
disanmu 73 705 瘟疫散布者2 30 10 8
disanmu 148 647 瘟疫散布者2 30 10 8
disanmu 99 534 瘟疫散布者2 30 10 8
disanmu 146 480 瘟疫散布者2 30 10 8
disanmu 240 514 瘟疫散布者2 30 10 8
disanmu 197 600 瘟疫散布者2 30 10 8
disanmu 112 686 小恶魔3 30 10 8
disanmu 74 615 小恶魔3 30 10 8
disanmu 86 480 小恶魔3 30 10 8
disanmu 144 536 小恶魔3 30 10 8
disanmu 295 533 小恶魔3 30 10 8
disanmu 169 620 小恶魔3 30 10 8
disanmu 88 701 长钉恶魔2 30 10 8
disanmu 91 602 长钉恶魔2 30 10 8
disanmu 99 492 长钉恶魔2 30 10 8
disanmu 202 488 长钉恶魔2 30 10 8
disanmu 178 587 长钉恶魔2 30 10 8
disanmu 174 636 长钉恶魔2 30 10 8
disanmu 277 562 长钉恶魔2 30 10 8
disanmu 201 522 破坏神的仆从 50 1 30
disanmu 122 639 破坏神的仆从 50 1 30

disanmu 244 152 碎鳍潮行鱼人 10 5 8
disanmu 234 183 碎鳍潮行鱼人 10 5 8
disanmu 222 212 碎鳍潮行鱼人 10 5 8
disanmu 196 233 碎鳍潮行鱼人 10 5 8
disanmu 232 160 碎鳍滩行鱼人 10 5 8
